outlet_id,observation_time_utc,temperature_celsius,created_at,wind_speed_10m,relative_humidity_2m
OUT001,2025-11-14 07:00:00,29.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 08:00:00,30.70,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 09:00:00,31.30,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 10:00:00,31.30,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 11:00:00,30.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 12:00:00,30.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 13:00:00,28.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 14:00:00,28.20,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 15:00:00,27.40,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 16:00:00,26.70,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 17:00:00,26.20,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 18:00:00,25.80,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 19:00:00,25.30,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 20:00:00,24.50,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 21:00:00,23.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 22:00:00,23.50,2025-11-13 15:56:00.235743,,
OUT001,2025-11-14 23:00:00,23.30,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 00:00:00,23.10,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 01:00:00,22.80,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 02:00:00,23.70,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 03:00:00,25.20,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 04:00:00,27.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 05:00:00,28.50,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 06:00:00,29.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 07:00:00,31.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 08:00:00,31.80,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 09:00:00,32.30,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 10:00:00,32.30,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 11:00:00,31.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 12:00:00,30.60,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 13:00:00,28.40,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 14:00:00,27.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 15:00:00,25.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 16:00:00,25.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 17:00:00,24.20,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 18:00:00,23.50,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 19:00:00,22.70,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 20:00:00,21.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 21:00:00,21.50,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 22:00:00,21.40,2025-11-13 15:56:00.235743,,
OUT001,2025-11-15 23:00:00,21.60,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 00:00:00,21.60,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 01:00:00,21.70,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 02:00:00,22.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 03:00:00,24.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 04:00:00,27.10,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 05:00:00,28.80,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 06:00:00,29.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 07:00:00,30.20,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 08:00:00,31.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 09:00:00,31.40,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 10:00:00,31.30,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 11:00:00,30.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 12:00:00,30.10,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 13:00:00,29.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 14:00:00,27.70,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 15:00:00,26.70,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 16:00:00,26.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 17:00:00,25.60,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 18:00:00,25.30,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 19:00:00,25.10,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 20:00:00,25.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 21:00:00,24.80,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 22:00:00,24.50,2025-11-13 15:56:00.235743,,
OUT001,2025-11-16 23:00:00,24.20,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 00:00:00,24.20,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 01:00:00,24.70,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 02:00:00,25.50,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 03:00:00,26.20,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 04:00:00,26.80,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 05:00:00,27.30,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 06:00:00,27.70,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 07:00:00,27.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 08:00:00,28.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 09:00:00,28.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 10:00:00,28.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 11:00:00,27.80,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 12:00:00,27.50,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 13:00:00,27.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 14:00:00,26.40,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 15:00:00,25.80,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 16:00:00,25.40,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 17:00:00,25.10,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 18:00:00,24.80,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 19:00:00,24.60,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 20:00:00,24.40,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 21:00:00,24.20,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 22:00:00,24.00,2025-11-13 15:56:00.235743,,
OUT001,2025-11-17 23:00:00,23.70,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 00:00:00,23.80,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 01:00:00,24.10,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 02:00:00,24.80,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 03:00:00,25.70,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 04:00:00,27.10,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 05:00:00,28.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 06:00:00,30.20,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 07:00:00,30.60,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 08:00:00,30.90,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 09:00:00,30.80,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 10:00:00,30.30,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 11:00:00,29.50,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 12:00:00,28.60,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 13:00:00,27.80,2025-11-13 15:56:00.235743,,
OUT001,2025-11-18 14:00:00,27.00,2025-11-13 15:56:00.235743,,
